judul,author,rating,num_of_rating,min_age,max_age,image_url,desc,user
Touch and Feel Never Touch a Monster,Make Believe Ideas  Ltd.,4.8,2.656,0,0,https://www.amazon.com/Never-Touch-Monster-Believe-Ideas/dp/1785983954/ref=sr_1_995?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-995,"You must never touch a monster . . . unless its in this book! This monster-themed touch-and-feel board book is great for children of all ages and fits perfectly into tiny hands. Kids will love reading the silly rhymes that warn the dangers of touching a monster--and then ignoring the advice!Children of all ages, 0 and up, will enjoy:The innovative and engaging silicone touch-and-feel features on every spreadThe bright and vibrant illustrationsThe silly and easy-to-read rhymes that involve the goofy monstersReceiving this fun book as a birthday gift, stocking stuffer, Easter basket goody, road trip activity, or just becauseParents and their little ones will enjoy reading aloud Never Touch a Monster again and again.If your child enjoys Never Touch a Monster, check out the rest of the Never Touch … series Never Touch a Polar Bear, Never Touch a Porcupine, Never Touch a Spider, Never Touch a Shark, Never Touch a Dinosaur, Never Touch a Dragon, and Never Touch a Tiger.",1
Jabari Jumps,Gaia Cornwall,4.9,1.857,4,8,https://www.amazon.com/Jabari-Jumps-Gaia-Cornwall/dp/1536202908/ref=sr_1_996?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-996,"“This simple and sincere tale of working up courage to face fears makes quite a splash.” — Kirkus ReviewsJabari is definitely ready to jump off the diving board. He’s finished his swimming lessons and passed his swim test, and he’s a great jumper, so he’s not scared at all. “Looks easy,” says Jabari, watching the other kids take their turns. But when his dad squeezes his hand, Jabari squeezes back. He needs to figure out what kind of special jump to do anyway, and he should probably do some stretches before climbing up onto the diving board. In a sweetly appealing tale of overcoming your fears, Gaia Cornwall captures a moment between a patient and encouraging father and a determined little boy you can’t help but root for.",1
Thunderhead (Arc of a Scythe),Neal Shusterman,4.8,3.161,12,99,https://www.amazon.com/Thunderhead-Arc-Scythe-Neal-Shusterman/dp/1442472464/ref=sr_1_997?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-997,"“Intelligent and entertaining.” —Kirkus Reviews (starred review) “Even better than the first book.” —School Library Journal (starred review) Rowan and Citra take opposite stances on the morality of the Scythedom, putting them at odds, in the chilling sequel to the Printz Honor Book Scythe from New York Times bestseller Neal Shusterman, author of the Unwind dystology.Humans learn from their mistakes. I cannot. I make no mistakes. The Thunderhead is the perfect ruler of a perfect world, but it has no control over the scythedom. A year has passed since Rowan had gone off grid. Since then, he has become an urban legend, a vigilante snuffing out corrupt scythes in a trial by fire. His story is told in whispers across the continent. As Scythe Anastasia, Citra gleans with compassion and openly challenges the ideals of the “new order.” But when her life is threatened and her methods questioned, it becomes clear that not everyone is open to the change. Old foes and new enemies converge, and as corruption within the Scythedom spreads, Rowan and Citra begin to lose hope. Will the Thunderhead intervene? Or will it simply watch as this perfect world begins to unravel?",1
"Space Coloring Book for Kids: Fantastic Outer Space Coloring with Planets, Astronauts, Space Ships, Rockets (Children's Coloring Books)",Blue Wave Press,4.8,1.389,0,0,https://www.amazon.com/Space-Coloring-Book-Kids-Astronauts/dp/1947243829/ref=sr_1_998?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-998,"Explore Outer Space with This Fun Coloring Book for KidsPlanets, Astronauts, Spaceships, Aliens, Meteors, and More!Space coloring book for boys, girls, and kids who love outer space. Featuring full-page drawings of planets, astronauts, spaceships, aliens, meteors, rockets, sun, moon, stars. Provides hours of fun and creativity. Includes bonus pages.This space-themed coloring book features:Large 8 1/2 x 11 inch pagesPrinted on bright white, 60 lb paperSingle side for easy tear out and displayHigh-resolution printingDurable glossy coverMade in USAMakes a fun and unique space-themed gift for kids!",1
Little Traveler Board Book Set,Mudpuppy,4.6,892.0,0,5,https://www.amazon.com/Little-Traveler-Board-Book-Set/dp/0735361053/ref=sr_1_999?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-999,"Introduce your little traveler to landmarks, food, animals, and vehicles from around the world with Mudpuppys Little Traveler Board Book Set. The Board Book Set includes 4 mini board books, 8 pages per book, packaged together in a slipcase box. The 4 board books feature Food, Vehicles, Landmarks, and Animals from countries around the world:- Food: Germany, Mexico, Japan, Italy- Vehicles: England, United States of America, Barbados, Thailand- Landmarks: France, Egypt, India, United States of America- Animals: Madagascar, Iceland, Galápagos, Australia• Package in a slipcase: 4 cube• 8 pages per book, 32 pages total• Greyboard contains 90% recycled paper. Printed with nontoxic inks.• Ages 0-5",1
What Do You Do With a Problem? — New York Times best seller,Kobi Yamada,4.9,1.712,5,8,https://www.amazon.com/What-Do-You-Problem/dp/1943200009/ref=sr_1_1000?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1000,"A #1 New York Times Best Seller, What Do You Do With a Problem? is a story for anyone, at any age. From the same author and illustrator as the #1 nationally best-selling What Do You Do With an Idea? comes a new book to encourage you to look closely at problems and discover the possibilities they can hold. This is the story of a persistent problem and the child who isnt so sure what to make of it. The longer the problem is avoided, the bigger it seems to get. But when the child finally musters up the courage to face it, the problem turns out to be something quite different than it appeared. What Do You Do With a Problem? is a story for anyone, at any age, who has ever had a problem that they wished would go away. Its a story to inspire you to look closely at that problem and to find out why its here. Because you might discover something amazing about your problem... and yourself.   Praise for What Do You Do With a Problem?  “...Yamadas inspirational prose and the romance of Besoms spreads make an impact.”—Publishers Weekly “In a wonderful balance of text and pictures, the team responsible for What Do You Do With an Idea (2014) returns with another book inspiring children to feel good about themselves” —Kirkus Reviews “While not every problem can be so easily dismantled, this is a beautifully illustrated reminder of possibility.” —Booklist “This relatable story will resonate with children who become frustrated or daunted when facing a problem, encouraging them to step back and view it with a new perspective.” ---The Horn Book National Indie Excellence Awards, Children’s Inspirational/Motivational (2017) The Christopher Awards, Books for Young People (2017) Mom’s Choice Awards, Children’s Picture Books (All Ages), Gold (2016) Moonbeam Children’s Book Awards, Children’s Picture Books (All Ages), Gold (2016)     ",1
I'll Love You Till the Cows Come Home Board Book,Kathryn Cristaldi,4.9,736.0,0,4,https://www.amazon.com/Love-Till-Cows-Come-Board/dp/0062574221/ref=sr_1_1001?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1001,"I will love you till the cows come home from a trip to Mars through skies unknown, in a rocket ship made of glass and stone… I will love you till the cows come home.Love knows no bounds in this tender tribute to the depths of family love. For fans of Guess How Much I Love You—only funnier! This board book edition features sturdy pages and is just right for little ones. Makes a good stocking stuffer, baby shower, or Valentines Day gift.This book extends the saying, “I’ll love you till the cows come home” to the humorous extreme. Along the way there are yaks in cadillacs, sheep setting sail, frogs on big-wheeled bikes, and more, in this great read-aloud. I’ll Love You Till the Cows Come Home Board Book is filled with warm, funny art and rhythmic, romping text, perfect for curling up with your little one at the end of the day...or anytime you want to express your love.",1
"TouchThinkLearn: ABC (Baby Board Books, Baby Touch and Feel Books, Sensory Books for Toddlers)",Xavier Deneux,4.8,1.22,3,5,https://www.amazon.com/TouchThinkLearn-ABC-Xavier-Deneux/dp/1452145032/ref=sr_1_1002?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1002,"Part of the bestselling TouchThinkLearn series!TouchThinkLearn: ABC is an interactive board book with scooped-out die-cuts and raised elements that invites little readers to explore the letters of the alphabet in a whole new way.• Made in the landmark TouchThinkLearn format—over 850,000 copies sold in the series• From acclaimed author Xavier Deneux• Dynamic, tactile features make learning the alphabet fun and engagingThis exquisitely designed chunky board book is an essential tool for hands-on learning.• Ideal for preschoolers• Great sensory board book• Perfect gift for baby showers, birthdays, holidays, and more",1
Herstory: 50 Women and Girls Who Shook Up the World (Stories That Shook Up the World),Katherine Halligan,4.9,1.178,8,99,https://www.amazon.com/Herstory-Women-Girls-Shook-World/dp/1534436642/ref=sr_1_1003?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1003,"Move aside history—it’s time for herstory. Celebrate fifty inspiring and powerful women who changed the world and left their mark in this lavishly illustrated biography compilation that’s perfect for fans of Good Night Stories for Rebel Girls and She Persisted. Throughout history, girls have often been discussed in terms of what they couldn’t or shouldn’t do. Not anymore. It’s time for herstory—a celebration of not only what girls can do, but the remarkable things women have already accomplished, even when others tried to stop them. In this uplifting and inspiring book, follow the stories of fifty powerhouse women from around the world and across time who each managed to change the world as they knew it forever. Telling the stories of their childhood, the challenges they faced, and the impact of their achievements, each lavishly illustrated spread is a celebration of girl power in its many forms. From astronauts to activists, musicians to mathematicians, these women are sure to motivate young readers of all backgrounds to focus not on the can’ts and shouldn’ts, but on what they can do: anything!",1
Logic Puzzles for Clever Kids: Fun brain games for ages 4 & up,Molly Lynch,4.7,2.065,4,6,https://www.amazon.com/Logic-Puzzles-Clever-Kids-brain/dp/1646110137/ref=sr_1_1004?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1004,"Help kids ages 4 to 6 give their brain a workout with 50+ challenging logic puzzlesThese mind-bending brain games and logic puzzles for kids will keep young minds engaged and learning while having tons of fun.Featuring more than 50 brain games that come in 7 varieties―including sequencing, patterns, analogies, and inferences―this collection of logic puzzles make it fun for your little brainiac to build their analysis and critical thinking skills.This standout among puzzle books features:Challenging puzzles―Keep even the smartest kids engaged with tough but fair puzzles, as well as prompts that help you get involved too.Chances to learn―Help your little one build their brainpower as they learn to recognize patterns, understand analogies, think critically, and more.Colorful images―Keep their eye on the page with puzzles featuring tons of adorable and colorful illustrations.Get youngsters away from a screen and focused on brain-boosting fun with this book of logic puzzles for kids.",1
The Berenstain Bears' Funny Valentine,Stan Berenstain,4.6,121.0,3,7,https://www.amazon.com/Berenstain-Bears-Funny-Valentine/dp/0375811265/ref=sr_1_1005?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1005,"This classic Berenstain Bears story is a perfect way to Celebrate Valentines Day!Come for a visit in Bear Country with this classic First Time Book® from Stan and Jan Berenstain. It’s Valentine’s Day and Sister has a special card for a cub named Billy. But when Billy ends up having a special card for Sister, the tables are turned. Includes two Valentine’s Day cards and over 50 bonus stickers!",1
The Very Busy Spider,Eric Carle,4.8,3.358,0,3,https://www.amazon.com/Very-Busy-Spider-Eric-Carle/dp/0399229191/ref=sr_1_1006?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1006,"From bestselling author and illustrator Eric Carle, the creator of The Very Hungry Caterpillar, comes another classic tale about one very busy spider. A perfect gift to share with the child or grandchild in your life.Early one morning a little spider spins her web on a fence post. One by one, the animals of the nearby farm try to distract her, yet the busy little spider keeps diligently at her work. When she is done, she is able to show everyone that not only is her creation quite beautiful, it is also quite useful!This multi-sensory board book allows children to feel the pictures as well as see them, and is the perfect size for little hands. With its rhythmic text, The Very Busy Spider becomes an experience to touch, to see, and to hear.A beautifully executed work for the very young that satisfies the needs of both visually handicapped and sighted children without losing its artistic integrity.—The Horn Book, starred reviewBoth sighted and blind children will follow the action with ease . . . Visually and verbally, this is a winner.—Booklist, starred review.",1
Cabin Fever (Diary of a Wimpy Kid #6),Jeff Kinney,4.8,6.324,8,12,https://www.amazon.com/Cabin-Fever-/dp/B00QO6P31K/ref=sr_1_1007?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1007,"Greg Heffley is in big trouble. School property has been damaged, and Greg is the prime suspect. But the crazy thing is, he’s innocent. Or at least sort of. The authorities are closing in, but when a surprise blizzard hits, the Heffley family is trapped indoors. Greg knows that when the snow melts he’s going to have to face the music, but could any punishment be worse than being stuck inside with your family for the holidays?",1
Fancy Nancy: Heart to Heart: With Fancy Stickers!,Jane O'Connor,4.8,296.0,4,8,https://www.amazon.com/Fancy-Nancy-Heart-Jane-OConnor/dp/0061235962/ref=sr_1_1008?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1008,"An extra-fancy Valentines story that comes with a sheet of stickers to keep kids engaged and entertained! Almost everything about Valentines Day is fancy . . . especially with Fancy Nancy!Mystery is in the air when Nancy receives a valentine from a secret someone. Join Nancy as she follows the clues to find out who it is—all in her trademark fabulous style, of course. Gorgeous stickers included!This 8x8 paperback can be enjoyed as a Valentines Day gift for young Fancy Nancy fans and by all little ones looking for a fun story with a sticker sheet!",1
Henry's Freedom Box: A True Story from the Underground Railroad,Ellen Levine,4.9,768.0,4,8,https://www.amazon.com/Henrys-Freedom-Box-Underground-Railroad/dp/043977733X/ref=sr_1_1009?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1009,"A stirring, dramatic story of a slave who mails himself to freedom by a Jane Addams Peace Award-winning author and a Coretta Scott King Award-winning artist.Henry Brown doesnt know how old he is. Nobody keeps records of slaves birthdays. All the time he dreams about freedom, but that dream seems farther away than ever when he is torn from his family and put to work in a warehouse. Henry grows up and marries, but he is again devastated when his family is sold at the slave market. Then one day, as he lifts a crate at the warehouse, he knows exactly what he must do: He will mail himself to the North. After an arduous journey in the crate, Henry finally has a birthday -- his first day of freedom.",1
75 Years of Little Golden Books: 1942-2017: A Commemorative Set of 12 Best-Loved Books,Garth Williams,4.8,794.0,2,5,https://www.amazon.com/Years-Little-Golden-Books-Commemorative/dp/0399559515/ref=sr_1_1010?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1010,"The perfect gift: A gorgeous boxed edition of Little Golden Books loved by generations!   This beautiful, celebratory boxed set of twelve iconic Little Golden Books honors Golden Books’ 75th anniversary in 2017. Gold foil and beautiful cloth adorn this special package containing the following titles: The Poky Little Puppy, I Can Fly, The Sailor Dog, Scuffy the Tugboat, Wonders of Nature, The Three Bears, A Day at the Seashore, The Blue Book of Fairy Tales, I’m a Truck, I Am a Bunny, The Whispering Rabbit, and Katie the Kitten, a newly reissued 1949 title. The collection features a broad range of favorite stories and characters published from 1942 (the launch of Little Golden Books) to the present day, by creators such as Richard Scarry, Goodnight Moon author Margaret Wise Brown, and Caldecott Medalist illustrators Alice and Martin Provensen. It features the bestselling picture book of all time, The Poky Little Puppy, as well as a newly illustrated favorite, The Whispering Rabbit. Theres also a poster inside, highlighting the history of Golden Books. This is a perfect gift for a special someone, to be cherished always.",1
The Story of Ferdinand,Munro Leaf,4.8,4.447,3,5,https://www.amazon.com/Story-Ferdinand-Munro-Leaf/dp/0670674249/ref=sr_1_1011?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1011,"  A true classic with a timeless message, The Story of Ferdinand has enchanted readers since it was first published in 1936. All the other bulls would run and jump and butt their heads together. But Ferdinand would rather sit and smell the flowers. So what will happen when our pacifist hero is picked for the bullfights in Madrid? This new edition contains the complete original text of the story and the original illustrations. ",1
Star Wars: Ahsoka,E. K. Johnston,4.7,4.473,12,99,https://www.amazon.com/Star-Wars-Ahsoka-E-K-Johnston-audiobook/dp/B01LZZPW0G/ref=sr_1_1012?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1012,"Fans have long wondered what happened to Ahsoka after she left the Jedi Order near the end of the Clone Wars and before she reappeared as the mysterious Rebel operative Fulcrum in Rebels. Finally her story will begin to be told.  Following her experiences with the Jedi and the devastation of Order 66, Ahsoka is unsure she can be part of a larger whole ever again. But her desire to fight the evils of the Empire and protect those who need it will lead her right to Bail Organa - and the Rebel Alliance. ",1
"Princeton Review AP Biology Premium Prep, 2021: 6 Practice Tests + Complete Content Review + Strategies & Techniques (College Test Preparation)",The Princeton Review,4.6,139.0,0,0,https://www.amazon.com/Princeton-Review-Biology-Premium-Prep/dp/0525569421/ref=sr_1_1013?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1013,"PREMIUM PRACTICE FOR A PERFECT 5—WITH THE MOST PRACTICE ON THE MARKET! Ace the 2021 AP Biology Exam with this Premium version of The Princeton Reviews comprehensive study guide. Includes 6 full-length practice exams (more than any other major competitor), plus thorough content reviews, targeted test strategies, and access to online extras.Techniques That Actually Work.• Tried-and-true strategies to help you avoid traps and beat the test• Tips for pacing yourself and guessing logically• Essential tactics to help you work smarter, not harderEverything You Need to Know to Help Achieve a High Score.• Comprehensive content review for all test topics• Updated to align with the latest College Board standards• Engaging activities to help you critically assess your progress• Access to study plans, a handy list of key terms and concepts, helpful pre-college information, and more via your online Student ToolsPremium Practice for AP Excellence.• 4 full-length practice tests in the book with detailed answer explanations• 2 full-length practice tests online with detailed answer explanations• Practice drills at the end of each content review chapter• End-of-chapter key term lists to help focus your studying",1
This Drawing Pad Belongs to ______! My Secret Book of Scribblings and Sketches: Sketch Book for Kids,Big Dreams Art Supplies,4.8,1.385,5,7,https://www.amazon.com/Drawing-Belongs-______-Scribblings-Sketches/dp/1945056789/ref=sr_1_1014?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1014,"The PERFECT gift for kids to inspire creativity! This drawing pad that your child can personalize is the perfect gift for kids of all ages!It was designed just for kids so it’s got plenty of room at 8.5 x 11 and its printed on quality stock paper that can easily handle all manner of markers, pens, pencils, or crayons.Give your child the gift of a little creative time away from a screen.At 119 pages, it has all the room any child will need for journaling, sketching, scribbling, doodling, or whatever their creative heart desires!It’s crucially important for kids..TO CREATE.Give them space for imagination and you’ll be amazed at what they come up with.It makes a marvelously fun gift!We certainly dont need them writing on your walls!",1
Dr. Seuss's Second Beginner Book Collection (Beginner Books(R)),Dr. Seuss,4.9,1.3530000000000002,5,8,https://www.amazon.com/Seusss-Second-Beginner-Collection-Books/dp/0375871284/ref=sr_1_1015?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1015,"Want to give a gift that will make a lasting impression? This boxed set of of five beloved Beginner Books by Dr. Seuss—The Cat in the Hat Comes Back, Dr. Seusss ABC, Oh Say Can You Say?, Oh the Thinks You Can Think!, and I Can Read with My Eyes Shut!—is perfect for new parents, birthday celebrations, and happy occasions of all kinds. Ideal for reading aloud or reading alone, it will be cherished by young and old alike. Begin a child on the adventure of a lifetime—with Beginner Books by Dr. Seuss!And if you want to make a REALLY BIG impression, consider gifting this along with a copy of our first boxed set of Beginner Books, Dr. Seusss Beginner Book Collection. The two sets combined include all ten Beginner Books by Dr. Seuss!",1
Best of Mad Libs,Roger Price,4.8,2.979,8,12,https://www.amazon.com/Best-Mad-Libs-Roger-Price/dp/0843126981/ref=sr_1_1016?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1016,"Mad Libs is the world’s greatest word game! Follow the ridiculously simple instructions to create hilarious fill-in-the-blank stories that are fun for everyone.This deluxe edition features 125 classic Mad Libs, a history of the game from creator Leonard Stern (complete with pictures) and stories filled out by today’s hottest stars! Play alone or in a group! Mad Libs are a perfect family fun activity and a great gift for kids of all ages and anyone who likes to laugh.",1
Each Kindness (Jane Addams Award Book (Awards)),Jacqueline Woodson,4.8,1.061,5,8,https://www.amazon.com/Each-Kindness-Addams-Award-Awards/dp/0399246525/ref=sr_1_1017?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1017,"WINNER OF A CORETTA SCOTT KING HONOR AND THE JANE ADDAMS PEACE AWARD! Each kindness makes the world a little better This unforgettable book is written and illustrated by the award-winning team that created The Other Side and the Caldecott Honor winner Coming On Home Soon. With its powerful anti-bullying message and striking art, it will resonate with readers long after theyve put it down. Chloe and her friends wont play with the new girl, Maya. Every time Maya tries to join Chloe and her friends, they reject her. Eventually Maya stops coming to school. When Chloes teacher gives a lesson about how even small acts of kindness can change the world, Chloe is stung by the lost opportunity for friendship, and thinks about how much better it could have been if shed shown a little kindness toward Maya.",1
Hard Luck (Diary of a Wimpy Kid #8),Jeff Kinney,4.8,8.718,8,12,https://www.amazon.com/Hard-Luck/dp/1419741942/ref=sr_1_1018?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1018,"Greg Heffleys on a losing streak. His best friend, Rowley Jefferson, has ditched him, and finding new friends in middle school is proving to be a tough task. To change his fortunes, Greg decides to take a leap of faith and turn his decisions over to chance. Will a roll of the dice turn things around, or is Gregs life destined to be just another hard-luck story?  ",1
"Bright Baby Touch & Feel Boxed Set: On the Farm, Baby Animals, At the Zoo and Perfect Pets (Bright Baby Touch and Feel)",Roger Priddy,4.8,366.0,1,3,https://www.amazon.com/Bright-Baby-Touch-Feel-Boxed/dp/0312498721/ref=sr_1_1019?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1019,"From the bestselling childrens book author and early educational expert Roger Priddy comes an adorable Bright Baby Touch & Feel Boxed Set  The touch and feel elements inside these charming books are ideal for babies and toddlers. With fun, rhyming text to delight little readers, and bright animal illustrations to stimulate your childs senses and encourage their imagination, these books are perfect for the bright young minds in your life.  This set contains:Bright Baby: On the FarmBright Baby: Baby AnimalsBright Baby: At the ZooBright Baby: Perfect Pets",1
Never Let A Unicorn Meet A Reindeer!,Diane Alber,4.7,1.781,2,6,https://www.amazon.com/Never-Let-Unicorn-Meet-Reindeer/dp/1951287045/ref=sr_1_1020?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-1020,A story about a little girl that wants a reindeer for her birthday!,1
